id,airport_ref,ident,length_ft,width_ft
254793,7363,0MT5,750,40
257265,7364,0MT6,2400,50
255912,7365,0MT7,3800,50
269499,7366,0MT8,100,60
247550,7367,0MT9,1700,52
247156,7369,0MU1,2000,75
269500,7370,0MU2,20,20
269501,7371,0MU3,60,60
246575,7372,0MU4,1700,60
269502,7373,0MU5,30,30
269503,7374,0MU6,60,60
257987,7375,0MU7,2600,60
247374,7376,0MU8,800,60
265241,7377,0MY0,200,60
269504,7378,0MY1,30,30
256983,7379,0N0,2780,20
253508,7380,0N4,2533,28
265242,7381,0N5,60,60
251454,7382,0N6,2048,40
246481,7383,0NA1,2600,50
250675,7384,0NA5,2200,60
249778,7385,0NA9,2200,50
269505,7386,0NC0,50,50
269506,7388,0NC2,78,65
269507,7389,0NC3,70,70
269508,7390,0NC4,70,70
269509,7391,0NC5,40,40
269510,7392,0NC6,200,150
250453,7393,0NC7,1700,75
250517,7394,0NC8,2300,100
269511,7395,0NC9,60,60
254049,7396,0ND0,2600,50
247506,7397,0ND6,1600,25
250240,7398,0ND7,2600,60
255794,7399,0NE0,2300,100
255795,7399,0NE0,1800,100
246767,7400,0NE1,2500,50
256703,7401,0NE2,2000,50
269512,7402,0NE3,40,40
269513,7403,0NE4,30,30
243232,7405,0NE6,3500,100
269514,7406,0NJ0,51,44
269515,7407,0NJ1,200,200
269516,7408,0NJ2,200,100
269517,7409,0NJ3,305,140
269518,7410,0NJ4,40,35
257187,7412,0NJ6,2950,100
269519,7413,0NJ7,75,75
269520,7414,0NJ8,75,75
269521,7415,0NJ9,85,85
251492,7416,0NK0,1400,40
250613,7417,0NK1,2100,100
251278,7418,0NK2,3000,100
246990,7419,0NK3,2700,75
269522,7420,0NK4,40,40
269523,7421,0NK5,50,50
269524,7423,0NK7,50,50
247910,7424,0NK8,2500,50
251903,7425,0NK9,1700,60
249904,7426,0NM0,4210,250
257659,7427,0NM7,4000,60
257660,7427,0NM7,7500,60
269525,7428,0NV1,40,40
255612,7429,0NY0,3000,150
257013,7430,0NY1,1360,125
257074,7431,0NY3,1600,100
347053,347051,0NY4,35,35
269526,7432,0NY5,100,75
269527,7433,0NY6,25,25
249398,7434,0NY7,2000,75
248908,7435,0NY8,1700,100
249173,7436,0O0,15840,4000
257003,7437,0O4,2702,50
246376,7438,0O9,2990,50
269528,7439,0OH1,40,40
256269,7440,0OH2,2370,80
269529,7441,0OH3,70,70
248885,7442,0OH6,800,50
248240,7443,0OH7,1300,70
248241,7443,0OH7,2200,70
243925,7444,0OH8,3000,50
246401,7445,0OH9,1100,75
269530,7446,0OI0,12,12
269531,7447,0OI1,30,30
251504,7448,0OI2,2200,80
250620,7449,0OI3,1900,70
346458,7450,0OI4,2000,50
257968,7451,0OI6,2600,50
248569,7452,0OI9,1100,100
253390,7453,0OK0,2400,50
255468,7454,0OK1,3200,135
269532,7455,0OK2,100,100
241923,7456,0OK3,5000,30
254281,7457,0OK4,2350,40
255604,7458,0OK5,2000,100
252741,7459,0OK6,2400,90
269533,7460,0OK7,50,50
256273,7461,0OK8,2500,100
257389,7462,0OK9,3000,100
257390,7462,0OK9,2600,100
269534,7463,0OR0,40,40
269535,7465,0OR2,50,50
258166,7466,0OR3,1950,100
269536,7467,0OR4,60,60
254743,7468,0OR5,1700,100
250199,7469,0OR6,2900,40
250378,7470,0OR7,1900,50
249415,7471,0OR8,2500,75
256344,7472,0OR9,1900,25
255696,7474,0P1,2590,128
257592,7475,0P2,1000,100
257593,7475,0P2,1000,100
254235,7476,0PA0,2450,300
254236,7476,0PA0,2450,300
254237,7476,0PA0,1800,200
269537,7477,0PA1,80,80
252763,7478,0PA2,500,100
253866,7479,0PA3,1277,100
248086,7480,0PA4,1515,100
256519,7481,0PA5,2550,125
258029,7482,0PA6,1800,100
252152,7483,0PA7,1200,100
269538,7484,0PA8,90,90
269539,7485,0PA9,200,200
255001,7486,0PN0,2000,200
255580,7487,0PN1,7500,800
269540,7489,0PN3,80,80
258161,7490,0PN4,500,100
255202,7491,0PN5,2400,100
250935,7492,0PN6,1730,100
248870,7493,0PN7,2800,100
256134,7494,0PN8,2000,100
250372,7495,0PN9,1800,75
253278,7496,0PS0,2200,100
269541,7497,0PS1,90,90
269542,7498,0PS2,70,70
256071,7499,0PS3,1272,100
250714,7500,0PS4,2400,100
269543,7501,0PS5,30,30
269544,7502,0PS6,120,40
253172,7503,0PS7,1900,150
269545,7504,0PS8,65,60
269546,7505,0PS9,35,35
256447,7506,0Q3,2700,45
256448,7506,0Q3,1500,50
247865,7507,0Q4,2490,50
257945,7509,0Q9,2480,40
252567,7510,0R2,2940,125
254650,7511,0R7,5000,75
248587,7512,0R9,2600,120
254251,7513,0S1,2830,100
253675,7514,0S2,3500,240
256976,7515,0S5,2400,30
256354,7516,0SD0,3000,100
251098,7517,0SD1,1726,60
269547,7518,0SD2,40,40
257515,7519,0SD3,3700,50
269548,7520,0SD4,60,60
269549,7521,0SD5,16,16
249207,7523,0SD7,2000,50
269550,7525,0SD9,20,20
257718,7526,0T3,2600,70
253465,7527,0T7,2300,195
269551,7528,0TA0,100,100
256456,7529,0TA1,2000,60
254011,7530,0TA2,2300,60
254012,7530,0TA2,4000,60
250375,7531,0TA3,2500,130
250376,7531,0TA3,1500,100
257928,7532,0TA4,1742,50
269552,7533,0TA5,200,150
269553,7534,0TA6,50,50
269554,7534,0TA6,20,15
269555,7534,0TA6,20,15
241045,7535,0TA7,5000,100
241046,7535,0TA7,5200,100
241047,7535,0TA7,5100,100
247205,7536,0TA8,2680,45
269556,7537,0TA9,35,35
250328,7538,0TE0,2650,50
250329,7538,0TE0,3250,50
269557,7539,0TE1,100,100
269558,7540,0TE2,800,200
252333,7541,0TE3,2600,400
240707,7542,0TE4,3000,40
240185,7543,0TE5,5992,77
246486,7544,0TE6,2575,50
240089,7545,0TE7,6291,60
269559,7546,0TE8,150,150
269560,7547,0TE9,150,150
249034,7548,0TN0,1750,100
249472,7549,0TN1,8000,800
249473,7549,0TN1,5000,500
249474,7549,0TN1,7000,700
249305,7550,0TN2,1200,100
269561,7551,0TN3,30,30
269562,7552,0TN4,50,50
252871,7553,0TN5,2350,100
246847,7554,0TN6,1050,75
269563,7555,0TN7,45,45
269564,7556,0TN8,75,75
269565,7557,0TN9,46,46
257906,7559,0TS1,1750,75
248306,7560,0TS2,600,50
248307,7560,0TS2,600,50
248308,7560,0TS2,600,50
269566,7561,0TS3,20,20
255297,7562,0TS4,1800,60
255805,7563,0TS5,3200,180
269567,7564,0TS6,20,20
247882,7565,0TS7,2800,100
254735,7566,0TS8,910,910
256408,7567,0TS9,1260,70
251435,7568,0TX0,2800,200
244236,7569,0TX1,3500,50
269568,7570,0TX2,100,100
269569,7571,0TX3,20,20
269570,7572,0TX4,50,50
246720,7573,0TX5,1800,50
248239,7574,0TX6,2283,80
253875,7575,0TX7,2250,50
253756,7576,0TX8,1800,55
256663,7577,0TX9,2300,100
256664,7577,0TX9,2000,100
253413,7578,0U0,4000,100
252048,7579,0U1,2850,135
258183,7580,0U2,4700,100
247402,7581,0U3,2150,15
253940,7582,0U7,2500,140
253893,7583,0U8,4950,200
257798,7584,0U9,2875,60
250841,7586,0VA1,2000,50
256223,7587,0VA2,2000,70
247459,7588,0VA3,2200,70
248367,7589,0VA4,2100,90
242936,7590,0VA5,3900,60
269571,7591,0VA6,100,100
252527,7593,0VA8,1800,80
256436,7594,0VA9,1000,30
246603,7595,0VI1,3000,60
254616,7596,0W0,9500,300
249306,7597,0W7,10000,4000
269572,7598,0WA0,48,16
252909,7599,0WA1,2000,50
256162,7600,0WA2,2364,60
269573,7601,0WA3,40,40
269574,7602,0WA4,100,50
269575,7603,0WA5,24,12
269576,7603,0WA5,24,12
269577,7604,0WA6,70,70
269578,7605,0WA7,20,20
269579,7606,0WA8,40,40
269580,7607,0WA9,100,100
265243,7608,0WI0,43,44
246874,7609,0WI1,10000,4000
241717,7609,0WI1,3200,40
249385,7610,0WI2,2600,60
265244,7611,0WI3,60,60
245480,7612,0WI4,3200,40
256600,7613,0WI5,2000,100
255103,7614,0WI6,1300,60
254155,7615,0WI7,2100,150
254156,7615,0WI7,1500,100
249576,7616,0WI8,1200,100
249577,7616,0WI8,1400,200
255185,7617,0WI9,2600,70
246468,7618,0WN0,1050,28
257714,7619,0WN1,1800,40
264517,45908,0WN2,1200,50
269581,7621,0WN4,100,100
254315,7622,0WN5,150,50
269582,7623,0WN6,12,12
269583,7624,0WN7,40,40
265245,7625,0WN8,38,10
264579,45906,0WN9,1055,100
346235,346234,0WS7,1400,130
346236,346234,0WS7,900,130
264596,45936,0WY0,2000,30
264513,45935,0WY1,3400,70
269584,7626,0XA0,61,54
269585,7626,0XA0,56,56
337659,337658,0XA1,30,30
269586,7628,0XA2,40,40
269587,7629,0XA3,27,27
269588,7629,0XA3,30,27
252747,7630,0XA4,5000,75
251470,7631,0XA5,3800,75
269589,7632,0XA6,50,50
254151,7633,0XA7,2400,100
269590,7633,0XA7,150,150
252436,7634,0XA8,1000,130
252437,7634,0XA8,1000,150
269591,7634,0XA8,20,24
269592,7635,0XA9,46,46
251279,7636,0XS0,3300,150
251280,7636,0XS0,2500,150
250706,7637,0XS1,1500,60
250366,7638,0XS2,3700,30
269593,7639,0XS3,30,30
269594,7640,0XS4,50,50
269595,7641,0XS5,26,26
246653,7642,0XS6,3000,75
241013,7643,0XS7,6000,60
254654,7644,0XS8,3200,30
264582,45852,0XS9,1200,100
252602,7645,0Y4,2500,90
252470,7646,0Y6,3380,100
246831,7647,0Z2,1000,22
257783,7648,0Z3,1400,100
254582,7649,10AK,800,80
265246,7650,10AL,65,65
244185,7652,10AZ,3407,150
265247,7653,10CA,30,30
253193,7654,10CL,2300,40
322732,322689,10CN,60,60
249493,7656,10D,3248,200
247454,7657,10F,3600,200
247686,7658,10FA,2575,30
253780,7659,10FD,1500,100
265248,7660,10FL,100,100
255165,7661,10GA,2100,150
247624,7662,10IA,2405,85
248708,7663,10ID,3000,40
265249,7664,10II,40,40
265250,7665,10IL,300,200
249635,7666,10IN,2600,100
269596,7666,10IN,40,20
265251,7667,10KS,64,64
265252,7668,10KY,30,30
254923,7669,10LA,2144,150
269597,7669,10LA,50,50
252516,7671,10MA,4000,800
265253,7672,10MI,100,100
249494,7673,10MN,4000,500
249495,7673,10MN,4000,1000
265254,7675,10MS,50,50
246591,7676,10MT,1500,60
246592,7676,10MT,2000,60
246593,7676,10MT,1600,60
269598,7677,10MU,65,65
256883,7678,10NC,2450,80
255032,7679,10ND,1300,50
255033,7679,10ND,1800,50
269599,7680,10NE,67,60
269600,7681,10NH,45,12
269601,7682,10NJ,75,75
346196,346195,10NK,40,40
269602,7683,10NY,50,30
248709,7684,10OH,1400,100
246837,7685,10OK,2600,150
254131,7686,10OR,1000,100
269603,7687,10PA,30,30
269604,7688,10PN,200,75
351172,351171,10SC,200,200
269605,7689,10TA,300,200
249879,7690,10TE,1975,50
250425,7691,10TN,1200,120
254775,7692,10TS,900,60
269606,7693,10TX,50,50
264616,45863,10UT,100,30
255116,7694,10VA,1800,20
328509,328506,10VG,30,30
250848,7695,10WA,2200,60
256798,7696,10WI,2100,200
264502,45941,10WY,4500,100
345773,345772,10XA,2300,20
249136,7697,10XS,3000,75
251171,7698,11AK,2400,30
251172,7698,11AK,1000,30
265255,7699,11AL,1600,75
265256,7699,11AL,1482,75
265257,7699,11AL,1238,75
265258,7699,11AL,1000,75
265259,7699,11AL,1600,75
265260,7700,11AR,60,60
257001,7701,11AZ,3850,150
253771,7702,11CA,1800,40
251430,7703,11CL,5875,80
247517,7705,11FA,2465,130
265261,7706,11FD,30,22
247383,7707,11FL,3000,200
249384,7708,11G,2530,60
265262,7709,11GA,24,24
265263,7710,11GE,50,50
345664,345652,11IA,1320,100
240025,7712,11II,4220,72
265264,7713,11IL,44,44
251136,7714,11IN,2700,90
265265,7715,11IS,40,40
253698,7716,11KS,1600,70
253699,7716,11KS,2000,70
265266,7717,11KY,85,85
256476,7718,11LA,2000,100
256477,7718,11LA,2000,100
269607,7718,11LA,48,48
254796,7719,11LL,2250,100
240636,7720,11LS,1800,90
240637,7720,11LS,1300,100
252688,7721,11M,3000,60
248992,7722,11MA,1200,42
252858,7723,11MD,2500,75
265267,7724,11MI,50,50
253267,7726,11MO,2100,70
326135,326133,11MT,1257,30
326134,326133,11MT,1769,30
247482,7727,11N,2900,50
269608,7728,11NC,40,40
246890,7729,11NE,2500,100
269609,7730,11NJ,100,100
257197,7731,11NK,2400,50
256574,7732,11NY,1600,50
249292,7733,11OA,2300,100
252066,7734,11OG,2400,60
254498,7736,11OR,2225,40
264484,45744,11PN,2500,100
247290,7738,11S,2997,50
269610,7739,11TA,180,90
247273,7740,11TE,1900,50
248973,7741,11TN,2800,75
248974,7741,11TN,2600,75
249200,7742,11TS,2370,50
254354,7743,11TX,2000,80
269611,7744,11VA,45,45
253752,7745,11VG,1800,70
247863,7746,11WA,2400,50
265268,7747,11WI,100,100
251942,7748,11WN,3000,350
251943,7748,11WN,1800,350
264528,45923,11Y,500,20
269612,45923,11Y,1000,60
240596,7750,12A,3133,40
265269,7749,12AL,1600,75
265270,7749,12AL,1600,75
265271,7749,12AL,1600,75
265272,7749,12AL,1600,75
264201,45301,12AR,2600,100
252648,7751,12AZ,2400,100
250209,7752,12CA,1800,100
248368,7753,12CL,2790,40
249694,7754,12CO,1400,50
251194,7755,12FA,1800,80
265273,7756,12FD,40,40
248994,7757,12FL,2463,200
248995,7757,12FL,2721,200
265274,7758,12GA,50,50
248530,7759,12GE,2100,75
252561,7760,12I,16000,2000
252562,7760,12I,25000,2000
248896,7761,12IA,1350,200
256911,7762,12ID,2000,100
251790,7763,12II,2500,75
247101,7764,12IL,1300,100
246945,7765,12IN,1930,50
265275,7766,12IS,50,50
269613,7767,12JY,320,220
255751,7768,12KS,2600,50
257405,7769,12KY,2500,100
252108,7770,12LA,3500,85
247340,7771,12LL,2200,120
256896,7772,12LS,2100,70
265276,7773,12MA,400,200
265277,7774,12MD,40,40
252409,7775,12ME,1500,50
255694,7776,12MI,1852,100
256228,7778,12MO,3000,50
254248,7779,12MS,1100,75
249484,7780,12MT,1780,55
249485,7780,12MT,1640,85
245920,7781,12NC,3575,150
245921,7781,12NC,3678,150
245922,7781,12NC,3500,150
257792,7782,12ND,2000,100
252173,7783,12NE,2000,40
264089,45523,12NH,1800,200
251645,7785,12NK,2600,125
254355,7786,12NM,5000,60
269614,7787,12NY,300,150
269615,45951,12OA,60,60
256510,7788,12OH,1030,100
244981,7789,12OK,3350,50
250914,7790,12OR,2200,75
269616,7791,12PA,180,150
269617,7792,12PN,60,60
269618,7794,12PS,65,65
254149,7795,12S,2104,29
256673,7796,12SC,2400,100
269619,7797,12T,40,40
269620,7798,12TA,20,20
250830,7799,12TE,2300,200
257917,7800,12TN,2600,40
254379,7801,12TS,1600,50
254380,7801,12TS,1600,50
347057,347056,12TT,2480,50
254003,7802,12TX,2000,100
253250,7803,12VA,2150,50
255077,7804,12WA,1550,200
265278,7805,12WI,60,50
264507,45905,12WT,2200,80
351350,321472,12WV,1292,40
351351,321472,12WV,1053,40
264575,45934,12WY,2500,50
251882,7806,12XS,2450,40
253661,7807,13AK,980,45
265279,7808,13AL,1600,50
265280,7808,13AL,1600,100
265281,7808,13AL,1600,50
265282,7808,13AL,1600,50
265283,7808,13AL,1600,100
265284,7808,13AL,1600,100
265285,7809,13AR,40,40
252399,7810,13AZ,1100,75
265286,7811,13CA,20,20
265287,7811,13CA,20,20
265288,7811,13CA,20,20
249221,7812,13CL,1950,50
265289,7813,13CO,15,15
265290,22103,13D,18,18
254264,7814,13FA,2300,100
265291,7815,13FD,40,40
265292,7816,13FL,500,200
265293,7816,13FL,300,100
249765,7817,13GA,3400,150
255935,7818,13GE,2600,60
257686,7819,13IA,850,60
252452,7820,13ID,1600,100
265294,7821,13II,50,50
248763,7822,13IN,2200,60
269621,7823,13JY,50,50
256018,7824,13KS,2000,75
250537,7825,13KY,2000,100
265295,7826,13LA,50,20
265296,7826,13LA,50,20
265297,7826,13LA,50,20
265298,7826,13LA,50,20
265299,7827,13LL,25,25
255316,7828,13LS,2200,40
265300,7829,13M,900,250
251833,7830,13MA,2475,55
253783,7831,13ME,2100,100
265301,7832,13MI,60,60
257793,7833,13MN,1600,80
252987,7834,13MO,2000,100
254096,7835,13MS,3000,100
255534,7836,13MT,2300,60
246569,7837,13N,1924,135
245508,7838,13NC,4000,150
245509,7838,13NC,4200,150
245510,7838,13NC,4100,150
254309,7839,13NE,2600,200
346085,346084,13NH,33,33
269622,7840,13NJ,50,50
269623,7841,13NK,75,75
248542,7842,13NM,3840,50
346551,346550,13NR,1900,50
269624,7843,13NY,60,60
247564,7844,13OH,2250,90
269625,7845,13OI,25,25
269626,7846,13OK,40,40
254905,7847,13OR,1950,40
256480,7848,13PA,2075,50
253102,7849,13PN,880,100
269627,7850,13PS,80,80
258104,7851,13Q,5200,45
251772,7852,13S,5000,4000
269628,7853,13SC,20,20
269629,7854,13TA,35,35
248796,7855,13TE,2330,100
269630,7856,13TN,37,37
250535,7857,13TS,3000,30
256316,7858,13TX,2100,100
256317,7858,13TX,2700,100
256318,7858,13TX,1800,100
269631,7859,13VA,65,65
269632,7860,13VG,80,80
247923,7861,13W,1750,24
269633,7862,13WA,20,20
255148,7863,13WI,2440,68
255149,7863,13WI,2400,68
346848,346847,13XA,2500,50
269634,7864,13XS,48,48
253295,7865,13Y,3000,150
248758,7866,13Z,10000,2000
258142,7867,14AK,1300,80
265302,7868,14AL,1600,75
265303,7868,14AL,1600,75
265304,7868,14AL,1600,75
265305,7868,14AL,1600,75
265306,7868,14AL,1600,75
240426,7870,14AZ,4300,50
265307,7871,14CA,40,40
265308,7872,14CL,65,65
265309,7874,14CT,80,25
246386,7875,14FA,2000,60
246387,7875,14FA,2000,60
250566,7876,14FD,2500,100
256019,7877,14FL,2000,60
265310,7878,14GA,20,20
265311,7879,14GE,50,50
257268,7880,14I,1220,80
430402,430401,14IA,2780,120
249350,7881,14ID,1900,50
265312,7884,14IS,40,40
255398,7885,14KS,2600,100
246674,7886,14KY,2240,75
265313,7887,14L,50,40
265314,7889,14LL,40,40
265315,7890,14LS,400,150
265316,7891,14MA,40,40
254436,10266,14ME,1100,60
253590,7892,14MI,900,8
265317,7893,14MN,52,52
255576,7894,14MO,1900,100
240675,7895,14MS,1600,75
240676,7895,14MS,3500,75
247924,7897,14N,2020,100
245457,7898,14NC,5000,150
257406,7898,14NC,5000,150
250220,7899,14ND,2120,100
269635,7901,14NH,50,50
269636,7902,14NJ,200,200
249785,7903,14NK,1800,50
269637,7904,14NY,44,44
246617,7905,14OH,2000,60
254705,7906,14OI,2500,80
269638,7909,14P,4553,80
256611,7910,14PA,1300,100
254692,7911,14PS,1140,100
254805,7912,14S,2318,50
265318,7913,14SN,40,40
249942,7914,14TA,1500,30
251308,7915,14TE,2700,100
269639,7916,14TN,150,150
243713,7917,14TS,6044,70
343406,343405,14TT,2000,30
251461,7918,14TX,2000,40
251567,7919,14VA,1900,50
253566,7920,14WA,2600,50
265319,7921,14WI,90,90
240215,7922,14WS,2450,60
269640,7923,14WV,30,30
346922,299705,14XA,1800,60
253442,7924,14XS,1800,100
255839,7925,15A,2000,180
248286,7926,15AK,2095,40
265320,7927,15AL,500,100
265321,7927,15AL,500,100
265322,7927,15AL,700,100
265323,7927,15AL,650,100
239913,7928,15AR,2500,120
256891,7929,15AZ,4000,65
265324,7930,15CA,100,100
249917,7931,15CL,2300,50
265325,7932,15CO,50,35
345593,345592,15FA,71,71
253588,7933,15FD,2190,80
244533,7934,15FL,2292,50
244534,7934,15FL,3513,25
252910,7935,15G,2410,37
246503,7936,15GA,2500,75
253260,7937,15ID,1600,200
265326,7938,15II,250,300
257863,7939,15IL,2900,100
254410,7940,15IN,1500,75
250215,7941,15KS,2300,50
252766,7942,15KY,2540,100
265327,7943,15LA,835,102
255828,7944,15LL,2500,70
265328,7945,15LS,44,44
250977,7946,15MA,700,20
254306,7947,15ME,2600,60
265329,7948,15MI,30,30
240552,7949,15MN,2500,120
257736,7949,15MN,2000,90
252697,7950,15MO,2295,75
246412,7951,15MT,1500,100
257137,7952,15N,2035,70
257138,7952,15N,2842,70
255619,7953,15NC,1800,50
253974,7954,15NE,2900,60
269641,7955,15NH,20,20
269642,7956,15NJ,100,100
251810,7957,15NK,2700,100
269643,7958,15NY,50,50
269644,7959,15OH,50,50
269645,7960,15OI,400,330
264597,45714,15OK,1350,50
269646,7961,15OR,60,60
252096,11420,15PA,2280,28
269647,7963,15PN,66,66
269648,7964,15PS,50,47
253941,7965,15S,400,100
269649,7965,15S,100,100
250436,7966,15TA,3200,75
269650,7967,15TE,60,60
269651,7968,15TN,40,40
269652,7969,15TS,20,20
246507,7970,15TX,1550,50
251875,7971,15VA,1950,125
250718,7972,15W,1880,50
248617,7973,15WA,2000,50
253671,7974,15WI,2600,100
255637,7975,15XS,1915,70
251184,7977,16A,2420,75
251185,7977,16A,3000,300
247392,7978,16AK,1200,60
265330,7979,16AL,1600,75
265331,7979,16AL,1600,75
265332,7979,16AL,1600,75
265333,7979,16AL,1600,75
265334,7979,16AL,1600,75
265335,7979,16AL,1600,75
250381,7980,16AR,2000,100
255124,7981,16AZ,2900,50
265336,7982,16CA,150,100
265337,7983,16CL,40,40
264123,45322,16CO,1900,65
269653,46075,16DE,50,50
253372,7984,16FA,2680,200
248080,7985,16FD,3400,200
254753,7986,16FL,3000,200
265338,7987,16GA,25,25
252174,7988,16IA,2400,60
265339,7989,16ID,75,75
249504,7990,16II,2600,125
247111,7991,16IL,2000,120
247112,7991,16IL,2000,120
265340,7992,16IN,70,70
250186,7993,16IS,2200,70
254677,7994,16K,10000,1000
506091,506090,16KS,2100,60
255455,7995,16KY,2400,30
265341,7996,16LA,65,65
265342,7997,16LL,100,100
252927,7998,16LS,2700,75
265343,7999,16MA,225,75
264124,45462,16MD,1800,50
256283,8000,16MI,1300,80
249764,8002,16MO,1900,60
265344,8003,16MS,50,50
253488,8004,16MT,3300,40
257642,8005,16NC,1524,66
257643,8005,16NC,2600,100
349883,349882,16ND,2300,70
248920,8006,16NE,4990,70
252895,8007,16NH,3700,350
252896,8007,16NH,3300,350
254669,8008,16NJ,15000,4000
269654,8009,16NK,50,50
269655,8010,16NY,25,25
269656,8011,16OH,30,30
249340,8012,16OI,2600,100
256888,8013,16OK,1800,100
254622,8015,16PA,2500,100
269657,8016,16PN,100,100
250403,8017,16S,2600,60
257273,8018,16SC,3800,200
254112,8019,16TA,5600,75
249216,8020,16TE,2700,30
269658,8021,16TN,75,75
252178,8022,16TS,1500,30
256645,8023,16TX,1900,50
269659,8024,16VA,50,50
251462,8025,16W,3400,50
257109,8026,16WA,1515,40
252234,8027,16WI,10000,4000
252235,8027,16WI,10000,4000
240463,8028,16X,3000,60
264494,45835,16XS,2000,100
254259,8029,16Z,4000,350
265345,8030,17AK,150,50
265346,8031,17AL,2000,75
265347,8031,17AL,2000,75
265348,8031,17AL,2000,75
265349,8031,17AL,2000,75
265350,8031,17AL,1000,75
265351,8031,17AL,200,75
254507,8032,17AR,2200,80
265352,8033,17AZ,42,42
265353,8034,17CA,65,65
249536,8035,17CL,1300,30
264125,45331,17CO,2500,40
250911,8036,17FA,5000,400
250912,8036,17FA,6000,400
250913,8036,17FA,2500,94
265354,8037,17FD,20,20
244297,8038,17FL,3640,100
244298,8038,17FL,7550,210
257630,8039,17GA,2500,50
251188,8040,17ID,2725,55
256405,8041,17II,2600,75
254823,8042,17IN,3100,60
247819,8043,17KS,2500,50
252267,8044,17KY,2000,75
265355,8045,17LA,20,20
265356,8045,17LA,35,35
265357,8045,17LA,35,35
265358,8045,17LA,35,35
249652,8047,17LS,2640,80
265359,8048,17MA,200,50
345516,345511,17MD,46,46
264164,45445,17ME,1600,60
265360,8049,17MI,25,25
255810,8051,17MO,3000,75
265361,8052,17MS,60,60
255859,8053,17MT,3000,60
255860,8053,17MT,2600,60
256634,8054,17NC,2100,90
269660,8055,17NE,40,40
269661,8056,17NH,12,12
269662,8057,17NJ,50,50
254795,8058,17NK,2800,60
345386,345384,17NR,600,100
345385,345384,17NR,2000,200
269663,8059,17NY,100,100
346703,346702,17OG,35,35
248805,8060,17OH,2900,60
247403,8061,17OI,1920,90
329937,8062,17OK,1520,36
251900,8063,17OR,2300,100
269664,8065,17PN,60,60
249530,8066,17PS,2170,100
249505,8067,17S,2285,40
269665,8069,17TA,100,100
249138,8070,17TE,1950,30
253273,8071,17TN,1000,50
253274,8071,17TN,1500,50
269666,8072,17TS,50,50
242888,8073,17TX,3200,30
247257,8074,17U,5000,50
269667,8076,17WA,20,20
253169,8077,17WI,2500,70
240144,8078,17XS,6295,80
325113,325112,18AA,1651,47
265362,8079,18AK,120,120
265363,8080,18AL,1000,75
265364,8080,18AL,1000,75
265365,8080,18AL,1000,75
265366,8080,18AL,1000,75
256951,8081,18AR,1450,55
245678,8082,18AZ,4037,50
265367,8083,18CA,50,50
257153,8084,18CL,2600,50
265368,8085,18CO,60,60
246835,8086,18FA,2080,35
252272,8087,18FD,2935,70
265369,8088,18FL,75,75
251453,8089,18GA,2600,22
345305,345303,18HI,2755,75
265370,8090,18ID,45,45
255015,8091,18II,2600,70
265371,8092,18IL,44,44
252764,8093,18IN,1700,75
252765,8093,18IN,3400,75
265372,8094,18IS,88,66
254668,8095,18JY,2283,100
254997,8096,18K,2310,100
252795,8097,18KS,2500,200
265373,8098,18KY,40,40
265374,8099,18LA,3000,2000
265375,8100,18LS,100,100
265376,8101,18MA,40,40
269668,45952,18MD,46,46
264194,45451,18ME,1500,50
265377,8102,18MI,50,50
250836,8103,18MN,2600,50
248854,8104,18MO,2600,60
505264,505263,18MS,2688,80
258159,8105,18MT,1200,60
252775,8106,18NC,750,50
350295,350293,18ND,2150,75
253571,8107,18NE,3700,100
269669,8108,18NJ,100,100
247555,8109,18NY,2000,40
257222,8110,18OH,2600,50
257528,8111,18OI,2520,60
269670,8112,18OK,50,50
255108,8113,18OR,1200,50
251571,8114,18PA,1600,50
252556,8115,18PN,1640,50
353814,8116,18SC,2000,60
244028,8117,18TA,4500,48
241659,8118,18TE,5093,40
264639,45789,18TN,50,50
269671,8119,18TS,55,55
255130,8120,18TX,3500,60
269672,8121,18VA,50,50
269673,8122,18WA,75,75
265378,8123,18WI,2300,100
